,mols_bitter,T_F,bitter_smiles,bitter,Reference
408,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04B800>,False,CCC(Br)(CC)C(=O)NC(=O)NC(=O)C,True,BitterDB
409,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04B850>,False,CN(C)CCC=C1/c2ccccc2COc3ccccc13,True,BitterDB
410,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04B8A0>,False,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,True,BitterDB
411,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04B8F0>,False,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,True,BitterDB
412,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04B940>,False,C[C@]12CC[C@@H](OO)C(=CC[C@@H]3[C@H](OC(=O)C3=C)[C@H]1O)C2,True,BitterDB
413,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04B990>,False,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,True,Biochemical Targets of Plant Bioactive Compounds by Gideon Polya
414,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04B9E0>,False,OC(=O)c1ccccc1Nc2cccc(c2)C(F)(F)F,True,BitterDB
415,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04BA30>,False,C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC2CC(=O)NC(=O)C2,True,BitterDB
416,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04BA80>,False,CC(C(O)c1ccccc1)N(C)CC=C/c2ccccc2,True,BitterDB
417,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04BAD0>,False,Cl.CCc1ccc(cc1)C(=O)C(C)CN2CCCC2,True,BitterDB
418,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04BB20>,False,OC(=O)c1cccnc1Nc1cccc(c1)C(F)(F)F,True,BitterDB
419,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04BB70>,False,c1cccc(c1C([O-])=O)NC(=O)/C=C/c2ccc(O)cc2,True,Wiener et al. (2017) - UNIMI
420,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04BBC0>,False,COc1cc2OC(=CC(=O)c2cc1OC)c3ccccc3,True,BitterDB
421,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04BC10>,False,COc1ccc(cc1)C2=COc3cc(OC)ccc3C2=O,True,BitterDB
422,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04BC60>,False,COc1cc(OC)c2C(=O)C=C(Oc2c1)c3ccccc3,True,BitterDB
423,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04BCB0>,False,CCN(CC)CCN1C(=O)c2ccccc2S1(=O)=O,True,BitterDB
424,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04BD00>,False,CCC12CCCN(CCc3c(CC1)[nH]c4ccccc34)C2,True,BitterDB
425,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04BD50>,False,CCN(CC)C1=NS(=O)(=O)c2cc(ccc12)[N+](=O)[O-],True,BitterDB
426,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04BDA0>,False,Cl.CCOC(=O)C1(CCN(C)CC1)c2ccccc2,True,BitterDB
427,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04BDF0>,False,COc1cc2C(=O)C(=COc2cc1O)c3ccc(O)cc3,True,BitterDB
428,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04BE40>,False,OC[C@H]1O[C@@H](Oc2ccccc2C=O)[C@H](O)[C@@H](O)[C@@H]1O,True,BitterDB
429,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04BE90>,False,COc1cc(O)c2C(=O)C(=COc2c1)c3ccc(O)cc3,True,BitterDB
430,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04BEE0>,False,COc1cc(O)c2C(=O)C=C(Oc2c1)c3ccc(O)cc3,True,BitterDB
431,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04BF30>,False,COc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=O,True,BitterDB
432,<rdkit.Chem.rdchem.Mol object at 0x00000201DE04BF80>,False,C[C@@H](CN1c2c(Sc3c1cccc3)cccc2)N(C)C,True,Rodgers et al. (2006)
433,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07D030>,False,CC(CN1c2ccccc2Sc3ccccc13)N(C)C,True,BitterDB
434,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07D080>,False,c1c(Cl)ccc(c12)N(C)C(=O)CN=C2c3ccccc3,True,Wiener et al. (2017) - Bitter-New
435,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07D0D0>,False,OC1=C(Oc2ccc(O)cc2C1=O)c3ccc(O)c(O)c3,True,BitterDB
436,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07D120>,False,OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccccc3O,True,BitterDB
437,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07D170>,False,OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)cc3,True,BitterDB
438,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07D1C0>,False,Oc1cc(O)c2C(=O)C=C(Oc2c1)c3ccc(O)c(O)c3,True,BitterDB
439,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07D210>,False,OC1=C(Oc2cc(O)ccc2C1=O)c3ccc(O)c(O)c3,True,BitterDB
440,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07D260>,False,Oc1ccc(cc1)C2=CC(=O)c3c(O)c(O)c(O)cc3O2,True,BitterDB
441,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07D2B0>,False,COc1cc(OC)ccc1C(=O)c1ccccc1C(=O)O,True,Rojas et al. (2017)
442,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07D300>,False,O1[C@H]([C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O)Oc1ccccc1CO,True,Rodgers et al. (2006)
443,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07D350>,False,Oc1cc(O)c2cc(O)c([o+]c2c1)c3ccc(O)c(O)c3,True,BitterDB
444,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07D3A0>,False,[Na].Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,True,BitterDB
445,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07D3F0>,False,OC1C(Oc2cc(O)ccc2C1=O)c3ccc(O)c(O)c3,True,BitterDB
446,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07D440>,False,OC(=O)c1cc(Cc2ccc(O)c(c2)C(=O)O)ccc1O,True,BitterDB
447,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07D490>,False,Oc1cc(O)c2C(=O)CC(Oc2c1)c3ccc(O)c(O)c3,True,BitterDB
448,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07D4E0>,False,Oc1cc(O)c(C(=O)C=Cc2ccc(O)c(O)c2)c(O)c1,True,BitterDB
449,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07D530>,False,CC(C)C1(CC(=C)Br)C(=O)NC(=O)NC1=O,True,BitterDB
450,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07D580>,False,O[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c3ccc(O)c(O)c3,True,BitterDB
451,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07D5D0>,False,O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c3ccc(O)c(O)c3,True,BitterDB
452,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07D620>,False,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,True,BitterDB
453,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07D670>,False,Cl.COc1ccc2c(c1)c3CCN=C4N(C)CCn2c34,True,BitterDB
454,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07D6C0>,False,Cl.CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1,True,BitterDB
455,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07D710>,False,CC(=C)[C@@H]1[C@H]2OC(=O)[C@@H]1[C@]3(O)C[C@H]4O[C@]45C(=O)O[C@H]2[C@]35C,True,BitterDB
456,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07D760>,False,O[C@H]([C@H]1C[C@@H]2CCN1C[C@@H]2C=C)c3ccnc4ccccc34,True,BitterDB
457,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07D7B0>,False,OC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,True,BitterDB
458,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07D800>,False,CCN(CC)CCCN1C(=O)c2ccccc2S1(=O)=O,True,BitterDB
459,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07D850>,False,CC(C)CCCC(C)CCCC(C)CCC/C(=C/CO)/C,True,Biochemical Targets of Plant Bioactive Compounds by Gideon Polya
460,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07D8A0>,False,O=C(CCNNC(=O)c1ccncc1)NCc2ccccc2,True,BitterDB
461,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07D8F0>,False,Cl.COc1cccc(c1)C2(O)CCCCC2CN(C)C,True,BitterDB
462,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07D940>,False,COc1cc(ccc1O)C2=CC(=O)c3c(O)cc(O)cc3O2,True,BitterDB
463,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07D990>,False,COc1cc(ccc1OC)C1OC(=O)c2c(C1)cccc2O,True,Rojas et al. (2017)
464,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07D9E0>,False,Cl.CCCCNc1ccc(cc1)C(=O)OCCN(C)C,True,BitterDB
465,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07DA30>,False,[O-]C(=O)[C@@H]1CCCN1C(=O)[C@@H]([NH3+])Cc2c[nH]c(c23)cccc3,True,Wiener et al. (2017) - Bitter-New
466,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07DA80>,False,Cl.C(N(Cc1ccccc1)c2ccccc2)C3=NCCN3,True,BitterDB
467,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07DAD0>,False,OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)c(O)c3,True,BitterDB
468,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07DB20>,False,OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)cc3O,True,BitterDB
469,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07DB70>,False,OC1=C(Oc2c(O)c(O)cc(O)c2C1=O)c3ccc(O)cc3,True,BitterDB
470,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07DBC0>,False,Oc1cc(O)c2C(=O)C=C(Oc2c1)c3cc(O)c(O)c(O)c3,True,BitterDB
471,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07DC10>,False,COc1ccc(cc1O)[C@@H]2CC(=O)c3c(O)cc(O)cc3O2,True,BitterDB
472,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07DC60>,False,COc1cc(ccc1O)[C@@H]2CC(=O)c3c(O)cc(O)cc3O2,True,BitterDB
473,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07DCB0>,False,CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,True,Fenaroli’s Handbook of Flavor Ingredient
474,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07DD00>,False,CCC(C)C1(CC(=C)Br)C(=O)NC(=O)NC1=O,True,BitterDB
475,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07DD50>,False,CC(C)C1(CC(=C)Br)C(=O)NC(=O)N(C)C1=O,True,BitterDB
476,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07DDA0>,False,[Br-].CN(C)C(=O)Oc1cccc(c1)[N+](C)(C)C,True,BitterDB
477,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07DDF0>,False,CCN1C=C(C(=O)O)C(=O)c2cnc(nc12)N3CCNCC3,True,BitterDB
478,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07DE40>,False,COC(=O)C1C(CC2CCC1N2C)OC(=O)c3ccccc3,True,BitterDB
479,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07DE90>,False,Cl.OC(C1CCNCC1)(c2ccccc2)c3ccccc3,True,BitterDB
480,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07DEE0>,False,Cl.OC(C1CCCCN1)(c2ccccc2)c3ccccc3,True,BitterDB
481,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07DF30>,False,O[C@@H]1C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)c(O)c3,True,BitterDB
482,<rdkit.Chem.rdchem.Mol object at 0x00000201DE07DF80>,False,O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c3cc(O)c(O)c(O)c3,True,BitterDB
483,<rdkit.Chem.rdchem.Mol object at 0x00000201DE069030>,False,C[C@@H]1C[C@H]2[C@@H]3[C@H]([C@]4([C@H]1C=CC4=O)C)OC([C@@]3(C(=O)O2)C)(C)O,True,Biochemical Targets of Plant Bioactive Compounds by Gideon Polya
484,<rdkit.Chem.rdchem.Mol object at 0x00000201DE069080>,False,CC(=CCCC(=CCCC(=CCCC(=CCO)C)CO)C)C,True,BitterDB
485,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0690D0>,False,[Cl-].CC[NH+](CC)CCOC(=O)c1ccc(N)cc1Cl,True,BitterDB
486,<rdkit.Chem.rdchem.Mol object at 0x00000201DE069120>,False,CC1C2CC(OC(=O)C)C(=C)C(O)CCC(=CC2OC1=O)C,True,BitterDB
487,<rdkit.Chem.rdchem.Mol object at 0x00000201DE069170>,False,Ic1ccc2c(c1)S(=O)(=O)NC2=O,True,Rojas et al. (2017)
488,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0691C0>,False,OC(CCCN1CCCCC1)(c2ccccc2)c3ccccc3,True,BitterDB
489,<rdkit.Chem.rdchem.Mol object at 0x00000201DE069210>,False,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c2ccccc2,True,BitterDB
490,<rdkit.Chem.rdchem.Mol object at 0x00000201DE069260>,False,CC(C)(O)[C@@H]1[C@H]2OC(=O)[C@@H]1[C@]1(O)C[C@H]3O[C@@]43C(=O)O[C@H]2[C@]14C,True,BitterDB
491,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0692B0>,False,COc1ccc(cc1)C2=CC(=O)c3c(OC)cc(OC)cc3O2,True,BitterDB
492,<rdkit.Chem.rdchem.Mol object at 0x00000201DE069300>,False,C1CCCCC1C(=O)N(CC2=O)C[C@H]3N2CCc(c34)cccc4,True,Wiener et al. (2017) - Bitter-New
493,<rdkit.Chem.rdchem.Mol object at 0x00000201DE069350>,False,COc1cc(C=O)ccc1OC2OC(CO)C(O)C(O)C2O,True,BitterDB
494,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0693A0>,False,Cl.CCN(CC)CC(C)(C)COC(=O)c1ccc(N)cc1,True,BitterDB
495,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0693F0>,False,COc1cc(ccc1O)C2=C(O)C(=O)c3c(O)cc(O)cc3O2,True,BitterDB
496,<rdkit.Chem.rdchem.Mol object at 0x00000201DE069440>,False,COc1c(O)cc2OC(=CC(=O)c2c1O)c3ccc(O)c(O)c3,True,BitterDB
497,<rdkit.Chem.rdchem.Mol object at 0x00000201DE069490>,False,c1cc(O)ccc1C[C@@H](C2=O)COc(c23)cc(O)c(c3O)OC,True,Wiener et al. (2017) - UNIMI
498,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0694E0>,False,c1cc(O)ccc1C[C@@H](C2=O)COc(c23)c(O)c(OC)cc3O,True,Wiener et al. (2017) - UNIMI
499,<rdkit.Chem.rdchem.Mol object at 0x00000201DE069530>,False,O=C(C([H])(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])N([H])[H])N([H])C([H])(C(=O)O[H])C([H])([H])c(c([H])n1[H])c2c1c([H])c([H])c([H])c2[H],True,BitterDB
500,<rdkit.Chem.rdchem.Mol object at 0x00000201DE069580>,False,O=C([C@@]([H])(C([H])([H])c(c([H])n1[H])c2c1c([H])c([H])c([H])c2[H])N([H])[H])N([H])[C@]([H])(C(=O)O[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],True,BitterDB
501,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0695D0>,False,Cl.Cc1ccc(cc1)N(CC2=NCCN2)c3ccc(O)cc3,True,BitterDB
502,<rdkit.Chem.rdchem.Mol object at 0x00000201DE069620>,False,OC1=C(Oc2c(O)c(O)cc(O)c2C1=O)c3ccc(O)c(O)c3,True,BitterDB
503,<rdkit.Chem.rdchem.Mol object at 0x00000201DE069670>,False,OC1=C(Oc2cc(O)c(O)c(O)c2C1=O)c3ccc(O)c(O)c3,True,BitterDB
504,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0696C0>,False,OC1=C(Oc2cc(O)cc(O)c2C1=O)c3cc(O)c(O)c(O)c3,True,BitterDB
505,<rdkit.Chem.rdchem.Mol object at 0x00000201DE069710>,False,[Cl-].CCN(CC)CCOC(c1ccccc1)c2ccccc2,True,BitterDB
506,<rdkit.Chem.rdchem.Mol object at 0x00000201DE069760>,False,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,True,BitterDB
507,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0697B0>,False,CCN1C=C(C(=O)O)C(=O)c2cc(F)c(nc12)N3CCNCC3,True,BitterDB
508,<rdkit.Chem.rdchem.Mol object at 0x00000201DE069800>,False,CN(C)C(=N)N=C(N)N.OC(=O)CC(O)(CC(=O)O)C(=O)O,True,BitterDB
509,<rdkit.Chem.rdchem.Mol object at 0x00000201DE069850>,False,Cl.CN1CCC23C4Oc5c(O)ccc(CC1C2C=CC4O)c35,True,BitterDB
510,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0698A0>,False,C1=C(C=C(C(=C1O)O)O)C(=O)OC2=CC(=CC(=C2O)O)C(=O)O,True,Biochemical Targets of Plant Bioactive Compounds by Gideon Polya
511,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0698F0>,False,OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc(cc1)[N+](=O)[O-],True,BitterDB
512,<rdkit.Chem.rdchem.Mol object at 0x00000201DE069940>,False,Cl.OC(CCN1CCCCC1)(C2CCCC2)c3ccccc3,True,BitterDB
513,<rdkit.Chem.rdchem.Mol object at 0x00000201DE069990>,False,C=CC1CN2CCC1CC2C(c1ccnc2c1cc(OC)cc2)O,True,Rojas et al. (2017)
514,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0699E0>,False,COc1ccc2nccc([C@@H](O)[C@@H]3CC4CCN3C[C@@H]4C=C)c2c1,True,BitterDB
515,<rdkit.Chem.rdchem.Mol object at 0x00000201DE069A30>,False,COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,True,The Good Scents Company Database
516,<rdkit.Chem.rdchem.Mol object at 0x00000201DE069A80>,False,[Na+].CCC(C)C1(CC(=C)Br)C(=O)NC(=NC1=O)[O-],True,BitterDB
517,<rdkit.Chem.rdchem.Mol object at 0x00000201DE069AD0>,False,COc1ccc2nccc([C@@H](O)[C@@H]3C[C@H]4CC[NH+]3C[C@@H]4C=C)c2c1,True,BitterDB
518,<rdkit.Chem.rdchem.Mol object at 0x00000201DE069B20>,False,C=C[C@H]([C@H]12)C[N@H+](CC2)[C@@H](C1)[C@H](O)c3ccnc(c34)ccc(c4)OC,True,Wiener et al. (2017) - Phyto-Dictionary
519,<rdkit.Chem.rdchem.Mol object at 0x00000201DE069B70>,False,OCC1OC(Oc2ccccc2C=C/C(=O)O)C(O)C(O)C1O,True,BitterDB
520,<rdkit.Chem.rdchem.Mol object at 0x00000201DE069BC0>,False,c1cccc(c1C([O-])=O)NC(=O)/C=C/c2cc(OC)c(cc2)OC,True,Wiener et al. (2017) - UNIMI
521,<rdkit.Chem.rdchem.Mol object at 0x00000201DE069C10>,False,CC(CCc1ccc(O)cc1)OC2OC(CO)C(O)C(O)C2O,True,BitterDB
522,<rdkit.Chem.rdchem.Mol object at 0x00000201DE069C60>,False,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O1)O[C@H](C)CCc2ccc(O)cc2,True,Wiener et al. (2017) - Phyto-Dictionary
523,<rdkit.Chem.rdchem.Mol object at 0x00000201DE069CB0>,False,CCCCCCCCCCCCCCCCCC(=O)OCCO,True,The Good Scents Company Database
524,<rdkit.Chem.rdchem.Mol object at 0x00000201DE069D00>,False,[Na+].CC(=O)CC(C1=C([O-])c2ccccc2OC1=O)c3ccccc3,True,BitterDB
525,<rdkit.Chem.rdchem.Mol object at 0x00000201DE069D50>,False,OCC1OC(OC2CC(=C(C(C2)(C)C)C=O)C)C(C(C1O)O)O,True,Rojas et al. (2017)
526,<rdkit.Chem.rdchem.Mol object at 0x00000201DE069DA0>,False,CC(C)c1cc2[C@@H]3C[C@H]4C(C)(C)CCC[C@]4(C(=O)O3)c2c(O)c1O,True,BitterDB
527,<rdkit.Chem.rdchem.Mol object at 0x00000201DE069DF0>,False,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,True,BitterDB
528,<rdkit.Chem.rdchem.Mol object at 0x00000201DE069E40>,False,OCCN(Cc1ccc(Cl)cc1Cl)C(=O)C(Cl)Cl,True,BitterDB
529,<rdkit.Chem.rdchem.Mol object at 0x00000201DE069E90>,False,OC(=O)C1=CN(C2CC2)c3cc(N4CCNCC4)c(F)cc3C1=O,True,BitterDB
530,<rdkit.Chem.rdchem.Mol object at 0x00000201DE069EE0>,False,Cl.C(CN1CCCCC1)N(Cc2ccccn2)c3ccccc3,True,BitterDB
531,<rdkit.Chem.rdchem.Mol object at 0x00000201DE069F30>,False,OCC1OC(OC(=O)c2cc(O)c(O)c(O)c2)C(O)C(O)C1O,True,BitterDB
532,<rdkit.Chem.rdchem.Mol object at 0x00000201DE069F80>,False,c1cc(O)c(O)cc1C[C@@H](C2=O)COc(c23)c(O)c(OC)cc3O,True,Wiener et al. (2017) - UNIMI
533,<rdkit.Chem.rdchem.Mol object at 0x00000201DE047030>,False,C[C@@H]1C[C@@H]2[C@H]3[C@](CCC[C@@]3([C@@]14CC[C@]5(O4)COC=C5)C)(C(=O)O2)C,True,Biochemical Targets of Plant Bioactive Compounds by Gideon Polya
534,<rdkit.Chem.rdchem.Mol object at 0x00000201DE047080>,False,c1occc1CC[C@](O)([C@@]2(C)CCC3)[C@H](C)C[C@@H](OC4=O)[C@H]2[C@]34C,True,Wiener et al. (2017) - Phyto-Dictionary
535,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0470D0>,False,Cl.CN(C)CCC[N+]1([O-])c2ccccc2CCc3ccccc13,True,BitterDB
536,<rdkit.Chem.rdchem.Mol object at 0x00000201DE047120>,False,COc1ccc2CC3N(C)CCC4(CC(O)CCC34O)c2c1OC,True,BitterDB
537,<rdkit.Chem.rdchem.Mol object at 0x00000201DE047170>,False,O=C1CC2OCC=C3C4C2C2N1c1ccccc1C12CCN(C1C4)C3,True,Rojas et al. (2017)
538,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0471C0>,False,O=C1C[C@@H]2OCC=C3CN4CC[C@@]56[C@@H]4C[C@@H]3[C@@H]2[C@@H]5N1c7ccccc67,True,BitterDB
539,<rdkit.Chem.rdchem.Mol object at 0x00000201DE047210>,False,CC=C1/CC(C)C(C)(O)C(=O)OCC2=CCN3CCC(OC1=O)C23,True,BitterDB
540,<rdkit.Chem.rdchem.Mol object at 0x00000201DE047260>,False,CCN(CC)CCOCCOC(=O)C(CC)(CC)c1ccccc1,True,BitterDB
541,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0472B0>,False,OC1=C(CC2=C(O)Oc3ccccc3C2=O)C(=O)c4ccccc4O1,True,BitterDB
542,<rdkit.Chem.rdchem.Mol object at 0x00000201DE047300>,False,COc1ccc2cc3c4cc5OCOc5cc4CC[n+]3cc2c1OC,True,BitterDB
543,<rdkit.Chem.rdchem.Mol object at 0x00000201DE047350>,False,[H+].CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO.[Cl-].[Cl-],True,Fenaroli’s Handbook of Flavor Ingredient
544,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0473A0>,False,Cl.[Cl-].Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,True,BitterDB
545,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0473F0>,False,NC(=Nc1nc(CSCCC(=NS(=O)(=O)N)N)cs1)N,True,BitterDB
546,<rdkit.Chem.rdchem.Mol object at 0x00000201DE047440>,False,Cl.CC(COc1ccccc1)NC(C)C(O)c2ccc(O)cc2,True,BitterDB
547,<rdkit.Chem.rdchem.Mol object at 0x00000201DE047490>,False,CCCCN(CCCC)CCN1C(=O)c2ccccc2S1(=O)=O,True,BitterDB
548,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0474E0>,False,CC1(C)OC2COC3(COS(=O)(=O)N)OC(C)(C)OC3C2O1,True,BitterDB
549,<rdkit.Chem.rdchem.Mol object at 0x00000201DE047530>,False,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,True,BitterDB
550,<rdkit.Chem.rdchem.Mol object at 0x00000201DE047580>,False,CC(=CCc1c(O)cc(O)c2C(=O)CC(Oc12)c3ccc(O)cc3)C,True,BitterDB
551,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0475D0>,False,CCOc1ccc2nccc(C(O)C3CC4CCN3CC4CC)c2c1,True,BitterDB
552,<rdkit.Chem.rdchem.Mol object at 0x00000201DE047620>,False,COc1cccc2c1cc(c3c(cc4OCOc4c23)C(=O)O)[N+](=O)[O-],True,BitterDB
553,<rdkit.Chem.rdchem.Mol object at 0x00000201DE047670>,False,OCC1OC(OCC2OC(O)C(C(C2O)O)O)C(C(C1O)O)O,True,Rojas et al. (2017)
554,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0476C0>,False,c12c(OC(CC1)=O)cc(c(c2)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO)O,True,Rodgers et al. (2006)
555,<rdkit.Chem.rdchem.Mol object at 0x00000201DE047710>,False,O[C@H](O1)[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO[C@H](O2)[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO,True,Wiener et al. (2017) - Phyto-Dictionary
556,<rdkit.Chem.rdchem.Mol object at 0x00000201DE047760>,False,COc1ccc(CC2N(C)CCc3cc(OC)c(O)cc23)cc1OC,True,BitterDB
557,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0477B0>,False,CC12CCCC3(CN4CCOC14)C2CCC56CC(CCC35)C(=C)C6O,True,BitterDB
558,<rdkit.Chem.rdchem.Mol object at 0x00000201DE047800>,False,CC12CCCC3(C1CCC45CC(CCC34)C(=C)C5O)C6OCCN6C2,True,BitterDB
559,<rdkit.Chem.rdchem.Mol object at 0x00000201DE047850>,False,COc1ccc2nc([nH]c2c1)S(=O)Cc3ncc(C)c(OC)c3C,True,BitterDB
560,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0478A0>,False,Cl.CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c2ccccc2,True,BitterDB
561,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0478F0>,False,Cl.CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2,True,BitterDB
