order,id,name,SMILES,cid
1865,s_3442,CID11210480,O([C@@H]1[C@H](O)[C@@H](O)[C@H](O[C@@H]1CO)O)[C@@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1OC)CO,11210480
1866,s_3443,CID11212308,O([C@@H]1[C@H](OC)C[C@H](O[C@@H]1C)O[C@@H]1[C@H](OC(O)CC1)C)[C@@H]1O[C@@H]([C@@H](O)[C@H](OC)C1)C,11212308
1867,s_3444,CID11214665,O1[C@@](O[C@H]2O[C@@H]([C@@H](O)[C@H](OCC(O)CCCCCCCCCC)[C@H]2O)CO)([C@@H](O)[C@H](O)[C@H]1CO)CO,11214665
1868,s_3445,CID11228966,O[C@@H]([C@@H](O)C(=O)C(=O)C)CO,11228966
1869,s_3446,allose,O[C@@H]([C@H](O)C(O)C=O)[C@H](O)CO,11229130
1870,s_3447,CID11229319,O1[C@@H](C[C@H](O)[C@@H](O)[C@@H]1OC)C(O)O,11229319
1871,s_3448,CID11230718,O([C@@H]1[C@@H](O[C@@H](OC)CC1)C)[C@@H]1O[C@H]([C@@H](O)CC1)C,11230718
1872,s_3449,CID11231136,IC[C@H]1O[C@H](O)C[C@@H](O)[C@@H]1O,11231136
1873,s_3450,CID11231669,OC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](N)C)Cc1ccccc1,11231669
1874,s_3451,CID11231755,O=C(N[C@@H](Cc1ccccc1)C(=O)N)[C@@H](N)CC(=O)[O-].[NH4+],11231755
1875,s_3452,CID11232903,O1C([C@H](OC)C2OC(OC12)(C)C)C1O[C@H](OCC)[C@@H](O)[C@@H](O)C1,11232903
1876,s_3453,CID11236072,O([C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@@H](OC(O)[C@@H]2O)C)O[C@H]([C@@H]1O)C)[C@@H]1O[C@@H]([C@@H](O)[C@H]1O)CO,11236072
1877,s_3454,DEOXYRIBOSE,O1C(O)C[C@@H](O)[C@@H](O)C1,11240500
1878,s_3455,CID11240926,O1C2O[C@H](OC2[C@H](O)[C@@H](O)[C@@H]1C)C,11240926
1879,s_3456,CID11242951,O1[C@@H]([C@H](O)[C@H](O)[C@@H](O)[C@@H]1OCC1OC(=O)OC1)CO,11242951
1880,s_3457,CID11245841,O=C1N([C@H](N[C@H]1CC(=O)O)CC(C)(C)C)[C@@H](Cc1ccccc1)C(=O)OC,11245841
1881,s_3458,CID11249135,O([C@H]1[C@@H](O)[C@H](O[C@@H]([C@@H]1O)CO)O[C@H]1[C@H](O)[C@@H](O)C(O[C@@H]1CO)O)[C@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)CO,11249135
1882,s_3459,CID11254395,O1C([C@H](O)[C@@H](O)[C@@H]1OCCCCCCCC)[C@H](O)C,11254395
1883,s_3460,CID11256606,O=C(N[C@@H](Cc1ccccc1)C(=O)O)[C@@H](NC(=O)[C@@H](N)C)CC(=O)N,11256606
1884,s_3461,CID11257846,S1(=O)(=O)N(C(=O)N2S(=O)(=O)c3c(C2=O)cccc3)C(=O)c2c1cccc2,11257846
1885,s_3462,CID11265551,O=C(N[C@@H](Cc1ccccc1)C(=O)OC)C(N)(C)C,11265551
1886,s_3463,CID11265594,O=C(N[C@@H](c1ccccc1)C(=O)O)[C@@H](N)CC(=O)O,11265594
1887,s_3464,CID11265793,O1C(C2OC(OC2[C@H]1O)(C)C)C1OC(OCC1)(C)C,11265793
1888,s_3465,CID11267428,O1[C@@H](O[C@@H](C[C@@H](O)CO)[C@H](O)CO)[C@H](O)[C@@H](O)[C@@H](O)[C@H]1CO,11267428
1889,s_3466,CID11270619,O([C@@H]1[C@H](OC)[C@@H](OC)[C@@H](O[C@@H]1CO)OC)[C@H]1O[C@H]([C@@H](OC)[C@H](OC)[C@H]1OC)COC,11270619
1890,s_3467,CID11272075,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@H]1OC[C@H]1OCC(O)(O)[C@@H](O)[C@@H]1O)CO[C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO,11272075
1891,s_3468,AIDS257785,O=C(N[C@@H](CCO)C(=O)N)[C@@H](NC(=O)CCCCCCCCCCCCCCC(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)[C@H](CC)C,11274240
1892,s_3469,Methyl rhamnopyranoside,O1[C@@H]([C@H](O)[C@@H](O)[C@@H](O)[C@@H]1OC)C,11275354
1893,s_3470,CID11277776,O=C(N[C@@H](Cc1ccccc1)C(=O)OC)[C@](N)(C(C)C)C,11277776
1894,s_3471,CID11278765,O1[C@]2(OC[C@@H](O)[C@@H](O)[C@@H]2O)CO[C@@]2(OC[C@@H](O)[C@@H](O)[C@@H]2O)C1,11278765
1895,s_3472,Isomaltulose,O1C(C(O)C(O)C1(O)CO)CO[C@H]1OC(C(O)C(O)C1O)CO,11279303
1896,s_3473,CID11279546,O=C(NCCC(=O)OCC)[C@@H](NCC(=O)OCC)Cc1ccccc1,11279546
1897,s_3474,CID11280355,O=C(NC(C(=O)N[C@@H](Cc1ccccc1)C(=O)OC)(C)C)[C@@H](N)CC(C)C,11280355
1898,s_3475,CID11284261,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@H]1OC)COC(OC[C@H]1O[C@H](OC)[C@H](O)[C@@H](O)[C@@H]1O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO,11284261
1899,s_3476,CID11285925,O=C(N[C@@H]([C@H](CC)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)O)CC(=O)O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](N)[C@H](CC)C)Cc1ccccc1)C(C)C,11285925
1900,s_3477,CID11287450,O1C2C(OC(O)[C@H](O)[C@H]2O)COC1(C)C,11287450
1901,s_3478,CID11287704,O1[C@@]2(OCCC2)C[C@@H](OCC)[C@H](O)[C@H]1CO,11287704
1902,s_3479,CID11288533,O1[C@@H]([C@@H](O)[C@H](O)[C@H](O)[C@H]1OCCCCCC)CO,11288533
1903,s_3480,CID11293112,S(=O)(=O)(O[C@H]1[C@@H](O[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)[C@H](O[C@@H](O)[C@@H]1O)CO)O,11293112
1904,s_3481,CID11297148,O=C(N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)O)CC(=O)O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](N)Cc1ccccc1)C(C)C)[C@H](CC)C,11297148
1905,s_3482,Heptyl D-glucoside,O1[C@@H]([C@@H](O)[C@H](O)[C@H](O)[C@H]1OCCCCCCC)CO,11300413
1906,s_3483,CID11302723,O1[C@H]([C@H](O)[C@@H](O)[C@H](O)[C@H]1CO)CO[C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO,11302723
1907,s_3484,Planteose,O1[C@@](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)([C@@H](O)[C@H](O)[C@H]1CO[C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO)CO,11306674
1908,s_3486,lactulose,O([C@@H]1[C@H](O)[C@@](O[C@@H]1CO)(O)CO)[C@@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)CO,11333
1909,s_3487,CID11334467,O1[C@H]([C@H](O)[C@H](O)C[C@@H]1OCCCCCCCC)C,11334467
1910,s_3488,melibiose,O1[C@@H](OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H](O)[C@H]1CO,11336802
1911,s_3489,CID11337214,O([C@@H]1[C@H](O)[C@H](O[C@H](OC)[C@H]1O)CO)[C@@H]1OC([C@H](O)[C@H]1O)[C@H](O)CO,11337214
1912,s_3490,CID11339365,F[C@H]1O[C@@H]([C@@H](O[C@H]2O[C@@H]([C@@H](OC3OCCCC3)[C@H](O)[C@H]2O)CO)[C@H](O)[C@H]1O)CO,11339365
1913,s_3491,CID11343077,O=C(N[C@@H]([C@H](CC)C)C(=O)O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](N)C)C)Cc1ccccc1)C)CC(=O)O)CC(C)C,11343077
1914,s_3493,NSC1961,O1C([C@@H](O)[C@H](O)[C@H](O)[C@H]1OC)[C@@H](O)CO,11345108
1915,s_3494,CID11345644,O(C1CCCC1)[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO,11345644
1916,s_3495,CHEBI:596478,O=C(N[C@@H](C)C(=O)OC)[C@@H](N)Cc1ccccc1,11346715
1917,s_3496,CID11349616,O([C@H]1[C@H](O)[C@@H](O)C(O[C@@H]1CO)O)[C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)COC(=O)C,11349616
1918,s_3497,Propyl D-glucoside,O1C(C(O)C(O)C(O)C1OCCC)CO,113555
1919,s_3498,Pentyl D-glucoside,O1C(C(O)C(O)C(O)C1OCCCCC)CO,113556
1920,s_3499,Heptyl D-glucoside,O1C(C(O)C(O)C(O)C1OCCCCCCC)CO,113557
1921,s_3500,B-Nonylglucoside,O1C(C(O)C(O)C(O)C1OCCCCCCCCC)CO,113558
1922,s_3501,Laevuflex,O1C(O)([C@H](O)[C@@H](O)[C@@H](O)C1)CO,11355843
1923,s_3502,allose,O[C@H]([C@H](O)C(O)C=O)[C@H](O)CO,11355844
1924,s_3503,CID11355845,O1C([C@@H](O)[C@@H](O)[C@H]1O)[C@@H](O)CO,11355845
1925,s_3504,NSC407020,O1[C@@H]([C@@H](OC)[C@H](OC)[C@H](OC)[13C@H]1[18OH])COC,11356861
1926,s_3505,CID11360256,O1C2C(O[C@@H](OC)[C@H](O)[C@H]2O)COC1[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO,11360256
1927,s_3507,Ethylidene glucose,O1C2C(OC(OC2)C)[C@@H](O)[C@H](O)C1O,11367738
1928,s_3508,CID11367770,O1[C@@H]([C@H](O)[C@H](O)[C@@H](O)[C@H]1OC)COC,11367770
1929,s_3509,CID11368070,O(C(=O)[C@@H](NC(=O)C)Cc1ccccc1)C,11368070
1930,s_3510,CID11370367,O(C1[C@@H](O)[C@H](O)C(O)[C@H](O)[C@H]1O)[C@H]1OC[C@H](O)[C@H](O)[C@H]1O,11370367
1931,s_3511,CID11370731,O1C2(OCC3(OC2)OC[C@@H](O)[C@@H](O)[C@@H]3O)[C@@H](O)[C@H](O)[C@H]1CO,11370731
1932,s_3513,Manninotriose,O1[C@@H]([C@H](O)[C@H](O)[C@@H](O)[C@H]1OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O)CO[C@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)CO,11375553
1933,s_3514,Laminaran,O([C@@H]1[C@@H](O)[C@H](O[C@@H]([C@H]1O)CO)O[C@H]1[C@H](O)[C@H](O[C@@H](O)[C@@H]1O)CO)[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO,11375554
1934,s_3515,CID11378193,O=C(N[C@@H]([C@H](CC)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CCCCN)CC(C)C)CCCCN)CC(C)C,11378193
1935,s_3516,CID11380413,O([C@@H]1[C@@H](O)CCCC1)[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO,11380413
1936,s_3517,Galactinol,O(C1[C@H](O)[C@@H](O)C(O)[C@@H](O)[C@H]1O)[C@@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)CO,11382278
1937,s_3518,CID11387291,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@H]1OC)COC(OC[C@H]1O[C@H](OC)[C@H](O)[C@@H](O)[C@@H]1O)[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)CO,11387291
1938,s_3519,CID11390118,O1C2O[C@@H](OC2[C@@H](O)[C@H](O)[C@H]1CO)C,11390118
1939,s_3520,Sedoheptulose,O1C(O)([C@@H](O)[C@@H](O)[C@H](O)[C@H]1CO)CO,11390178
1940,s_3521,CID11394931,O1C2C(OC(OC2)(C)C)[C@H](O)[C@@H](O)[C@@H]1O[C@H]1[C@H](O)[C@@H](O)C(O[C@@H]1CO)O,11394931
1941,s_3522,CID11395358,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OCCCCCC)CO[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O,11395358
1942,s_3523,NSC170174,O1C([C@H](O)[C@@H](O)[C@@H]1OCC)[C@H](O)CO,11401514
1943,s_3524,CID11402060,O1[C@@H]([C@@H](O)[C@H](O)[C@H](O)C1OCCCCC)C,11402060
1944,s_3525,CID11405597,O1C2C(O[C@H](OC)[C@H](O)[C@H]2O)COC1[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,11405597
1945,s_3526,CID11406057,O(C(=O)[C@@H](NC(=O)[C@@H](N)CC(=O)O)Cc1c(c2ccccc2)cccc1)C,11406057
1946,s_3527,CID11409513,O([C@@H]1[C@H](O)[C@@H](O)[C@H](O[C@@H]1CO)OC[C@H]1O[C@@](O)([C@@H](O)[C@@H]1O)CO)[C@@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)CO,11409513
1947,s_3528,Leucoglucosan,O1C2[C@@H](O)[C@H](O)[C@@H](O)C1OC2,11412545
1948,s_3529,Digitalose,O1[C@H]([C@@H](O)[C@@H](OC)[C@@H](O)[C@H]1O)C,11412693
1949,s_3531,.alpha.-Methyl 4-methylmannoside,O1[C@@H]([C@@H](OC)[C@H](O)[C@@H](O)[C@@H]1OC)CO,11413111
1950,s_3532,"Zinc, chloro 8-quinolinol complexes",O1[C@@H]([C@H](O)[C@H](O)[C@@H](O)[C@H]1OCCCCCCCCC)CO,11415532
1951,s_3533,CID11417566,O=C(N[C@@H](Cc1ccccc1)C(=O)OC)C(NC(=O)[C@@H](NC(=O)C)C)(C)C,11417566
1952,s_3534,CID11417938,IC[C@H]1O[C@H](OC)[C@H](OCOC)[C@@H](OCOC)[C@@H]1O,11417938
1953,s_3535,CID11418100,O1[C@@H]([C@H](O[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)[C@H](O)C2OC(OC12)(OC)C)CO,11418100
1954,s_3536,Isofloridoside,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@H]1OCC(O)CO)CO,11425306
1955,s_3537,CID11425530,O(C(=O)[C@@H](NC(=O)CC(=O)C)Cc1ccccc1)C,11425530
1956,s_3538,CID11428058,O1[C@H]([C@H](O)[C@@H](O)C[C@@H]1OCCCCO[C@@H]1O[C@H]([C@H](O)[C@@H](O)C1)C)C,11428058
1957,s_3539,"6,6'-Dcds",ClC[C@H]1O[C@@](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CCl)([C@@H](O)[C@@H]1O)CO,11428910
1958,s_3540,trehalose,O(C1OC(C(O)C(O)C1O)CO)C1OC(C(O)C(O)C1O)CO,1143
1959,s_3541,CID11430268,[Cu+2].S1(=O)(=O)[N-]C(=O)c2c1cccc2.S1(=O)(=O)[N-]C(=O)c2c1cccc2,11430268
1960,s_3542,CID11431352,O([C@@H]1[C@@H](O)[C@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@@H](O[C@H]2C)OC)O[C@H]([C@@H]1O)C)[C@@H]1O[C@H]([C@H](O)[C@@H](O)[C@H]1O)C,11431352
1961,s_3543,CID11435344,F[C@@H]([C@H](O)[C@H](O)CO)[C@H](O)CO,11435344
1962,s_3544,CID 9974754,F[C@H]1O[C@@H]([C@@H](O)[C@@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H]1O)CO,11439335
1963,s_3545,390879_ALDRICH,O1[C@@H]([C@H](OC(=O)C)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C)CO,11439443
1964,s_3546,CID11443448,O([C@@H]1[C@H](O[C@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)[C@@H](O[C@H]([C@@H]1O)C)OC)[C@@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)CO,11443448
1965,s_3547,nchembio.94-comp24,O1[C@@H]([C@@H](O)[C@H](O)CC1O)C[15OH],11446515
1966,s_3548,CID11446864,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](OC)[C@H]1O)CO,11446864
1967,s_3549,EINECS 242-445-5,O1[C@@]2(OC[C@@H](O)[C@H](O)[C@@H]2O)COC1(C)C,11447324
1968,s_3550,CID11448816,O([C@@H]1[C@H](O)CCCC1)[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO,11448816
1969,s_3551,CID11449685,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OCCCCCCCCO)CO,11449685
1970,s_3552,CID11454013,O=C(NC(C(=O)N[C@@H](Cc1ccccc1)C(=O)OC)(C)C)[C@@H](NC(=O)C(N)(C)C)CC(C)C,11454013
1971,s_3553,melibiose,O1[C@H](OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H](O)[C@H]1CO,11458
1972,s_3554,Erythrohexulose,O[C@H]([13C@H](O)CO)[C@H](O)C(=O)CO,11458041
1973,s_3555,CID11459635,O1[C@H]([C@H](O)[C@H](O)C[C@H]1OCCCCCCCC)C,11459635
1974,s_3556,CID11460996,O1C([C@H](OC1(C)C)CO)[C@H](O)CCCOCOCCOC,11460996
1975,s_3557,CID11462690,O(C(C)(C)C)C[C@H](NC(=O)CN)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,11462690
1976,s_3558,CID11465896,O([C@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@@H](O[C@@H](OC)[C@@H]2O)C)O[C@H]([C@@H]1O)C)[C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO,11465896
1977,s_3559,CID11466233,O1C([C@H](O[C@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)[C@@H](O)[C@@H]1O[C@H]1[C@H](O)[C@H](O[C@H](O)[C@H]1O)CO)[C@H](O)CO,11466233
1978,s_3560,ZINC03860368,O1[C@@H]([C@H](O)[C@@H](O)CC1O)C,11469146
1979,s_3561,NSC623651,O1[C@@H]([C@@H](O)CCC1OC)CO,11469243
1980,s_3562,Fluorodeoxyglucose F18,[18F][C@@H]1[C@@H](O)[C@H](O)[C@H](OC1O)CO,11469444
1981,s_3563,CID11471482,O=C(N[C@@H](Cc1ccccc1)C(=O)O)[C@@H](N)CC(=O)N,11471482
1982,s_3564,CID11472702,O=C(N[C@@H](Cc1ccccc1)C(=O)O)C(NC(=O)[C@@H](N)C)(C)C,11472702
1983,s_3565,CID11472836,O1C2C(O[C@H](OC)[C@H](O)[C@H]2O)COC1[C@H](O)[C@@H](O)[C@@H](O)CO,11472836
1984,s_3566,CID11473920,O(C(=O)C1(N[C@@H](CC(=O)O)C(=O)NCc2ccccc2)CCCCC1)C,11473920
1985,s_3567,Laminaran,O([C@@H]1[C@@H](O)[C@H](O[C@@H]([C@H]1O)CO)O[C@H]1[C@H](O)[C@H](OC(O)[C@@H]1O)CO)[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO,11477625
1986,s_3568,Gulonic acid,O[C@@H]([C@H](O)C(O)C(=O)O)[C@H](O)CO,11479470
1987,s_3569,CID11480803,O1C([C@@H](O)[C@H](O)C1O)[C@@H](O)CO,11480803
1988,s_3572,CID11480996,O1[C@@H]([C@@H](O)[C@H](O)[C@H](O)[C@H]1ON)CO,11480996
1989,s_3573,CID11481187,O1[C@@H]([C@@H](O)[C@H](OC)[C@H](OC)C1O)CO,11481187
1990,s_3574,CID11482768,O([C@H]1[C@H](OC(O)CC1)C)[C@@H]1O[C@@H]([C@@H](O)[C@H](OC)C1)C,11482768
1991,s_3575,CID11484198,O1C2C(O[C@@H](OC)[C@H](O)[C@H]2O)COC1[C@@H](O)[C@H](O)[C@H](O)CO,11484198
1992,s_3576,CID11485060,O1C2C(O[C@H](OC)[C@H](O)[C@H]2O)COC1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,11485060
1993,s_3578,melibiose,O1[C@@H](OC[C@H]2OC(O)[C@@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H](O)[C@H]1CO,11493885
1994,s_3579,CID11499085,O([C@@]12C[C@]3(C([C@]4(C(CC3)[C@](CCC4)(C)C(=O)O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@@H]3O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO)CO)C)CC1)CC2=C)[C@@H]1O[C@@H]([C@@H](O)[C@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H]1O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO)CO,11499085
1995,s_3580,"2,3,4-Tri-O-methyl-d-galactopyranose",O1[C@@H]([C@@H](OC)[C@H](OC)[C@@H](OC)C1O)CO,11499542
1996,s_3581,NSC1670,O1C([C@@H](O)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@H](O)CO,11506979
1997,s_3582,CID11512644,O([C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O[C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@@H]1O)CO)CO)[C@H]1[C@H](O)[C@H](O[C@@H]1OCCCCCCCC)CO,11512644
1998,s_3584,CID11516696,S(=O)(=O)(O)O.O(C(=O)[C@@H](NC(=O)[C@@H](N)CC(=O)O)Cc1ccccc1)C,11516696
1999,s_3585,CID11518132,O([C@H]1[C@H](O)[C@@H](OCCC)[C@@H](O[C@@H]1CO)OCCCCC)[C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO,11518132
2000,s_3586,CID11520641,O([C@@]12C[C@]3(C([C@]4(C(CC3)[C@](CCC4)(C)C(=O)O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO)C)CC1)CC2=C)[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@@H]1O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C)CO,11520641
2001,s_3587,CID11521526,O1[C@@H]([C@@H](O)[C@H](OC)[C@@H](OC)C1OC)COC,11521526
2002,s_3588,CID11521527,O1C(C(O)C(O)C(OCC)(OCC)C1)CO,11521527
2003,s_3589,CID11530949,O=C(N[C@@H](Cc1ccccc1)C(=O)O)[C@@H](NC(=O)[C@@H](N)C(C)C)[C@H](CC)C,11530949
2004,s_3590,CID11535892,O1C2C(O[C@H](OC2)C)[C@H](O)[C@@H](O)[13C@@H]1OC,11535892
2005,s_3591,CID11535896,O1[C@@H]([C@@H](OC)[C@H](O)[C@@H](OC)C1OC)CO,11535896
2006,s_3592,CID11537196,O1[C@@H](O[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,11537196
2007,s_3593,ZINC22060015,O1C([C@@H](O)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,11543024
2008,s_3594,CID11543901,O1[C@H]([C@H](O)[C@@H](O)[C@@H](O)[C@@H]1OCCOCCOCCO)C,11543901
2009,s_3595,CID11546576,O(C(=O)[C@@H](NC(=O)CNC(=O)[C@H](N)C)Cc1ccccc1)CC,11546576
2010,s_3596,CID11549689,O=C1NC([C@H](CC)C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(=O)NCCCC[C@@H]1NC(=O)[C@@H](NC(=O)[C@@H](N)CC(C)C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)CC(=O)O)C,11549689
2011,s_3597,CID11553047,O1[C@H](O[C@@H]2O[C@H]([C@H](O)[C@@H](O)[C@@H]2OC)CO)[C@H](O)[C@@H](OC)[C@H](OC)[C@H]1COC,11553047
2012,s_3598,CID11557064,O([C@@]12C[C@]3(C([C@]4(C(CC3)[C@](CCC4)(C)C(=O)O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@@H]3O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO)CO)C)CC1)CC2=C)[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@@H]1O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO)CO,11557064
2013,s_3599,CID11557526,O1[C@@H]([C@@H](OC)[C@H](OC)[C@@H](O)C1O)CO,11557526
2014,s_3601,CID11565360,O([C@H]1[C@@H](O)CCCC1)C1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO,11565360
2015,s_3604,CID11572003,O1[C@@H]([C@@H](O)[C@H](OC)[C@@H](O)[C@H]1O)COC,11572003
2016,s_3605,alpha-Maltosyl fluoride,F[C@H]1O[C@@H]([C@H](O[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)[C@H](O)[C@H]1O)CO,11573738
2017,s_3606,Methyl mannoside,O1[C@@H]([C@H](O)[13C@H](O)[C@@H](O)[C@@H]1OC)CO,11579278
2018,s_3607,CHEBI:417565,O=C1N[C@H](C(=O)N[C@H]1Cc1ccccc1)CC(=O)OC,11579977
2019,s_3608,Methyl beta-melibioside,O1[13C@@H](OC[C@H]2O[C@@H](OC)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H](O)[C@H]1CO,11581224
2020,s_3609,CID11585754,[Ru+].[Ru+].S1(=O)(=O)N=C([O-])c2c1cccc2.S1(=O)(=O)N=C([O-])c2c1cccc2.[OH2+]#[C-].[OH2+]#[C-].[OH2+]#[C-].[OH2+]#[C-].[OH2+]#[C-].[OH2+]#[C-],11585754
2021,s_3611,CID11586716,O1[C@@H]([C@@H](OC)[C@H](OC)[C@@H](OC)C1OC)CO,11586716
2022,s_3612,CID11587282,F[C@H]1OC[C@@H](O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,11587282
2023,s_3613,CID11587557,O([C@H]1[C@H](O)[C@H](O[C@@H](OCCC)[C@@H]1O)CO)C1CCCCC1,11587557
2024,s_3614,CID11591095,O=C(N[C@@H](Cc1ccccc1)C(=O)O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C)CC(=O)O,11591095
2025,s_3615,CID11591724,O=C(N[C@@H](Cc1ccccc1)C(=O)O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C)CC(=O)O)C)CCC(=O)O,11591724
2026,s_3616,CID11593486,O1[C@@H](C[C@H](O)[C@@H](O)C1O)CO,11593486
2027,s_3617,CID11593632,S1(=O)(=O)N=C([O-])c2c1cccc2.[NH4+],11593632
2028,s_3618,3-Deoxyglucose,O1[C@@H]([C@@H](O)C[C@@H](O)[C@@H]1O)CO,11600723
2029,s_3620,CID11600832,O1[C@](OC)(C[C@@H](O)[C@H](O)[C@H]1CO)C,11600832
2030,s_3621,CID11601121,[Fe+2].O1[C@](O)([C@H](O)[C@@H](O)[C@H](O)C1)CO,11601121
2031,s_3622,Isomaltulose,O1[C@@H]([C@@H](O)[C@H](O)C1(O)CO)CO[C@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)CO,11602584
2032,s_3623,Fluorodeoxyglucose F18,[18F][C@@H]1[C@H](O)[C@H](O)[C@H](O[C@H]1O)CO,11608027
